nace_r2_code,nace_r2_name,year,valVA_Q,valVA_CP,valCOMP,valH_EMP,valEMPE,valEMP,valKq_GFCF,total_hours,valueLAB_QI,valueCAP_QI,valueLP1_G,valueLP1ConLC,valueLP2_G,valueLP2ConLC,valueLAB,valueCAP
O,Public administration and defence; compulsory social security,2009,318554.631386721,241178,152252,546969,329.28,329.28,2201467.89312891,546969.0,102.573272705078,100.430130004883,-0.355683416128159,1.07920181751251,0.939694881439209,1.07920181751251,152252.0,88926.0
O-Q,"Public administration, defence, education, human health and social work activities",2009,805347.634682653,546627,361506,1531687,872.48,904.64,3368751.65293591,1588145.6625710619,93.3351287841797,97.2714538574219,0.243905112147331,0.602213442325592,1.28752446174622,0.602213442325592,375512.90625,171114.09375
P,Education,2009,231477.751862252,154068,107602,451477,261.21,270.59,778470.392828497,467689.45074843994,89.433967590332,94.9959487915039,1.25597488880157,-0.403856158256531,2.71210932731628,-0.403856158256531,110984.8125,43083.1875
Q,Human health and social work activities,2009,254751.695096075,151381,101652,533241,281.99,304.77,384967.688994052,576317.8111635164,87.8847503662109,90.7345123291016,0.66055029630661,1.96074414253235,1.01124918460846,1.96074414253235,110652.0625,40728.9375
Q86,Human health activities,2009,206620.554471939,125734,82375,423300,219.49,240.43,225320.494146839,463684.0812793293,91.5098495483398,85.0743942260742,2.28526306152344,1.94699764251709,1.61524522304535,1.94699764251709,90701.875,35032.125
Q87-Q88,Residential care activities and social work activities without accommodation,2009,48807.1698323311,25647,19277,109941,62.5,64.34,165148.626069381,113177.66304000001,,,,,,,,
R,"Arts, entertainment and recreation",2009,33038.9287594443,39902,17354,120866,56.55,67.53,185471.659803767,144333.88116710878,93.8404693603516,95.6803131103516,-10.5780363082886,1.17234230041504,-8.49115467071533,1.17234230041504,20828.0390625,19073.9609375
R-S,"Arts, entertainment, recreation; other services and service activities, etc.",2009,84685.0572575795,75967,31189,277871,102.95,154.14,273232.507213571,416037.26022340934,90.1541213989258,95.6128158569336,-3.48907566070557,1.14137768745422,-3.87294173240662,1.14137768745422,48001.71875,27965.28125
S,Other service activities,2009,54601.0090513821,36065,13835,157005,46.4,86.61,87979.9990034651,293064.7209051724,89.4196548461914,96.2974395751953,3.10851049423218,0.540472686290741,0.906361937522888,0.540472686290741,27206.46484375,8858.53515625
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2009,3380.27329841121,2771,1823,11085,6.84,6.84,,11085.0,,,17.7284278869629,,19.6828880310059,,1823.0,948.0
TOT,Total - all NACE activities,2009,4347505.21196234,3569244,1610110,9092566,4336.12,5110.13,16630031.0611383,10715615.410454508,95.4777908325195,88.6625823974609,-3.21087980270386,0.747563898563385,-3.76860427856445,0.747563898563385,1975979.125,1593264.875
TOT_IND,Total industries (A-S),2009,4344194.55432571,3566473,1608287,9081481,4329.28,5103.29,16630031.0611383,10705112.899255766,94.6597671508789,88.6370849609375,-3.22073984146118,0.839374780654907,-3.78051090240479,0.839374780654907,1974289.5,1592183.5
U,Activities of extraterritorial organisations and bodies,2009,,0,0,0,0.0,0.0,,,,,,,,,,
A,"Agriculture, forestry and fishing",2010,83716.8989858857,61405,34057,305682,112.48,155.66,339908.266277531,423030.4064722617,95.8646545410156,86.7955017089844,-15.4095840454102,1.58019125461578,-13.1953830718994,1.58019125461578,51195.03125,10209.96875
B,Mining and quarrying,2010,48635.4503836228,44979,18985,60256,36.49,36.57,153360.230715869,60388.104138120034,109.21501159668,88.4635391235352,0.286079585552216,0.58507776260376,1.60705971717834,0.58507776260376,19032.0625,25946.9375
C,Manufacturing,2010,953911.743089832,834750,416510,2199518,1129.0,1251.6,1836748.39567313,2438367.3417183347,91.0607147216797,89.3654251098633,10.7851963043213,0.577362656593323,14.423285484314,0.577362656593323,476193.34375,358556.65625
C10-C12,Manufacture of food products; beverages and tobacco products,2010,88704.4259485497,82062,39308,227608,117.74,126.88,186221.314926399,245276.90708340413,98.3122024536133,101.579643249512,7.49775314331055,0.519890129566193,8.74071979522705,0.519890129566193,43779.46484375,38282.53515625
C13-C15,"Manufacture of textiles, wearing apparel, leather and related products",2010,30764.5158789458,23504,13115,106589,52.69,61.46,53447.2955367387,124330.23230214464,103.024757385254,105.924575805664,-4.40717220306396,0.667340099811554,-1.92660546302795,0.667340099811554,16109.091796875,7394.908203125
C16-C18,"Manufacture of wood, paper, printing and reproduction",2010,65082.698077013,51674,26315,210548,84.74,114.65,122139.305978707,284863.44347415626,111.059623718262,94.70166015625,8.9656229019165,0.73735237121582,11.00426197052,0.73735237121582,38372.26171875,13301.73828125
C19,Manufacture of coke and refined petroleum products,2010,-12597.4295267471,5357,1501,4331,2.69,2.69,16045.7844606749,4331.0,139.349899291992,109.298095703125,,0.273654341697693,,0.273654341697693,1503.42993164062,3853.57006835938
C20,Manufacture of chemicals and chemical products,2010,21132.7124422175,23993,13163,51223,29.24,30.21,102502.967179179,52922.25820793435,96.6337432861328,104.293983459473,-29.7472896575928,0.574737012386322,-27.4095020294189,0.574737012386322,13737.4619140625,10255.5380859375
C20-C21,Chemicals; basic pharmaceutical products,2010,34367.2562271902,40880,18579,72598,39.03,41.42,131114.801256105,77043.53471688445,95.2775268554688,101.344985961914,-11.0269641876221,0.51683908700943,-9.38338375091553,0.51683908700943,20592.025390625,20287.974609375
C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,2010,14541.9837627684,16887,5416,21375,9.79,11.21,28529.9906946531,24475.357507660883,92.1773529052734,91.9732284545898,15.8655080795288,0.440080136060715,16.3960971832275,0.440080136060715,7050.365234375,9836.634765625
C22-C23,Manufacture of rubber and plastic products and other non-metallic mineral products,2010,129450.163937241,103834,48053,233170,129.01,134.73,243617.696505554,243508.20944112857,86.9623947143555,97.3647232055664,10.5485830307007,0.490960955619812,14.2885971069336,0.490960955619812,50806.99609375,53027.00390625
C24-C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",2010,145243.143377581,112837,67782,388807,189.39,218.94,273379.801446815,449471.485189292,88.2506256103516,92.3639984130859,14.1537685394287,0.719976365566254,19.7443790435791,0.719976365566254,81335.34375,31501.65625
C26,"Manufacture of computer, electronic and optical products",2010,44893.4025302548,44004,15491,73123,40.3,42.15,107464.547849538,76479.7630272953,91.9095077514648,80.2568283081055,44.6509246826172,0.402865707874298,47.6599769592285,0.402865707874298,16401.66796875,27602.33203125
C26-C27,"Computer, electronic, optical products; electrical equipment",2010,105714.844186214,103420,45815,236945,123.55,135.44,195138.795278791,259747.71995143665,87.3428421020508,81.739013671875,23.8195114135742,0.515177130699158,27.1977939605713,0.515177130699158,51480.2265625,51939.7734375
C27,Manufacture of electrical equipment,2010,60664.4833019414,59416,30324,163822,83.25,93.29,87646.4538300758,183579.0315915916,85.4477691650391,80.7381286621094,9.51118469238281,0.598943531513214,13.0239057540894,0.598943531513214,35031.6875,24384.3125
C28,Manufacture of machinery and equipment n.e.c.,2010,98837.4121640298,80471,46429,205870,116.59,119.34,172107.989374882,210725.84098121626,84.9450759887695,82.5309295654297,16.2419891357422,0.61208826303482,21.3622150421143,0.61208826303482,47833.06640625,32637.93359375
C29-C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",2010,188908.574967687,165598,69560,274663,162.84,163.54,345410.778322934,275843.69331859495,76.7703323364258,79.0640869140625,17.2771034240723,0.445714354515076,22.2252826690674,0.445714354515076,69951.4453125,95646.5546875
C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",2010,79086.2494039683,65113,40053,238389,110.73,132.51,97231.7506610455,285278.8439447304,102.988525390625,87.9232635498047,-1.28806066513062,0.760426819324493,1.62490940093994,0.760426819324493,50222.73046875,14890.26953125
D,"Electricity, gas, steam and air conditioning supply",2010,204222.678521715,145495,19526,56228,32.23,33.14,748005.629995145,57815.57306856967,98.41650390625,94.2279205322266,3.97756361961365,0.203486353158951,5.4738039970398,0.203486353158951,20152.4921875,125342.5078125
D-E,"Electricity, gas, steam; water supply, sewerage, waste management",2010,260934.620288199,187741,39562,158683,86.72,90.88,1042187.28156133,166295.09963099632,96.4912948608398,93.9971160888672,-6.17862796783447,0.321822881698608,-4.01815509796143,0.321822881698608,41792.484375,145948.515625
E,"Water supply; sewerage, waste management and remediation activities",2010,58347.6876302027,42246,20036,102455,54.49,57.74,294011.871432253,108565.82308680493,96.8239288330078,93.9016952514648,-24.4471035003662,1.34707236289978,-22.0502872467041,1.34707236289978,21442.626953125,20803.373046875
F,Construction,2010,344685.765094287,254634,107982,917879,318.94,475.49,376751.920078597,1368415.0175895153,117.418251037598,94.893196105957,1.02567839622498,1.04595494270325,1.04969680309296,1.04595494270325,175207.90625,79426.09375
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2010,397190.714155616,380156,204291,1347880,581.5,726.69,708743.830781534,1684421.1817712812,99.7114181518555,102.231948852539,4.06623792648315,-0.638827621936798,4.14269256591797,-0.638827621936798,266762.78125,113393.21875
G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,2010,54048.8021013775,46438,22119,180107,69.84,94.1,77254.4903847182,242669.94129438716,99.7567596435547,82.9709930419922,1.3402156829834,-0.61686760187149,1.17526173591614,-0.61686760187149,31436.470703125,15001.529296875
G46,"Wholesale trade, except of motor vehicles and motorcycles",2010,190792.966013997,184836,105280,448406,225.66,247.9,301160.738276516,492598.80971372867,89.6275177001953,102.202812194824,4.98818349838257,-0.580416440963745,5.24826383590698,-0.580416440963745,117835.4609375,67000.5390625
G47,"Retail trade, except of motor vehicles and motorcycles",2010,153640.516073617,148882,76892,719367,286.0,384.69,330245.509310389,967598.9203846153,107.218544006348,109.525726318359,1.50522661209106,-0.668751657009125,1.62194228172302,-0.668751657009125,109559.1484375,39322.8515625
H,Transportation and storage,2010,283955.872788053,220854,107004,566911,282.22,316.26,1511572.57386365,635289.0399688187,98.8355865478516,97.6454391479492,1.80708432197571,0.357197821140289,3.14186596870422,0.357197821140289,123815.90625,97038.09375
H49,Land transport and transport via pipelines,2010,153479.649359137,116429,62019,385168,175.94,207.26,434228.95961722,453733.7710583153,103.406051635742,90.3710632324219,3.71931076049805,0.414135068655014,5.33284950256348,0.414135068655014,76012.1640625,40416.8359375
H50,Water transport,2010,1739.33163519194,234,216,1328,0.7,0.74,2111.44432412036,1403.8857142857144,,,,,,,,
H51,Air transport,2010,372152.860257222,6450,4270,6798,4.31,4.31,18897.674154657,6798.0,178.754852294922,290.773040771484,-7.22148990631104,0.420068472623825,-8.00220680236816,0.420068472623825,4274.4013671875,2175.5986328125
H52,Warehousing and support activities for transportation,2010,90144.7648366581,80652,25646,103490,56.93,59.4,1035817.35106057,107980.08080098366,77.4286193847656,101.911918640137,3.60099530220032,0.217908456921577,3.98674011230469,0.217908456921577,27090.1640625,53561.8359375
H53,Postal and courier activities,2010,27255.0149899021,17089,14853,70127,44.34,44.55,20519.33363324,70459.13058186739,112.444000244141,114.796875,-0.908467888832092,0.554485499858856,0.665722012519836,0.554485499858856,14953.00390625,2135.99609375
I,Accommodation and food service activities,2010,116359.368416013,76032,31966,381107,156.3,198.5,166465.606659906,484003.45169545745,104.069427490234,98.1234741210938,1.23341977596283,0.165270999073982,-1.36585974693298,0.165270999073982,43991.140625,32040.859375
J,Information and communication,2010,189029.491948042,181142,75479,236582,112.15,129.86,368932.398844421,273941.4937137762,94.249870300293,98.0100250244141,2.89785647392273,1.48523771762848,2.52181720733643,1.48523771762848,88834.4765625,92307.5234375
J58-J60,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",2010,44761.0665211315,33425,13375,54881,25.18,30.37,64279.3866175618,66192.85027799843,109.272338867188,103.595054626465,6.63205099105835,1.56026887893677,6.35700368881226,1.56026887893677,16445.978515625,16979.021484375
J61,Telecommunications,2010,49200.6029460937,70375,15837,37824,21.0,21.32,245221.130451675,38400.36571428572,107.921401977539,106.627304077148,5.82890367507935,0.691008031368256,3.53556871414185,0.691008031368256,16106.1171875,54268.8828125
J62-J63,"Computer programming, consultancy, and information service activities",2010,93612.4033429824,77342,46267,143877,65.97,78.17,58380.9411181221,170484.53979081401,86.8068008422852,74.2828903198242,3.77612709999084,2.19340515136719,3.83769083023071,2.19340515136719,55850.43359375,21491.56640625
K,Financial and insurance activities,2010,134361.555280264,167127,53612,153686,73.66,87.75,210544.232149113,183083.71572087973,90.6077270507812,103.552795410156,2.07851243019104,1.88067495822906,3.04353070259094,1.88067495822906,64308.625,102818.375
L,Real estate activities,2010,601490.57365486,371704,20944,199068,67.06,102.71,5999983.9169219,304895.23232925736,113.202842712402,81.0584716796875,2.76188325881958,-0.0664222314953804,1.86154341697693,-0.0664222314953804,36722.75,334981.25
L68A,Imputed rents of owner-occupied dwellings,2010,251378.0,251378,0,0,0.0,0.0,,,,,,,,,,
M,"Professional, scientific and technical activities",2010,196900.168485134,173613,92269,484476,189.93,275.74,319674.729320439,703361.3027957669,94.4268188476562,92.3883285522461,2.28851985931396,0.874909460544586,1.70197212696075,0.874909460544586,136571.328125,37041.671875
M-N,"Professional, scientific and technical activities; administrative and support service activities",2010,274174.378474877,244041,130074,735339,314.9,417.8,444606.778535703,975626.021594157,96.3551483154297,92.1204147338867,1.9462012052536,0.747007250785828,1.7396228313446,0.747007250785828,175695.234375,68345.765625
MARKT,"Market economy (all industries excluding L, O, P, Q, T and U)",2010,3114149.77900659,2733128,1251827,7351385,3306.54,4046.6,7425038.41444357,8996750.240735028,96.9148712158203,93.4778747558594,3.77018046379089,0.777858436107635,5.01097202301025,0.777858436107635,1598936.125,1134191.875
MARKTxAG,Non-agricultural market economy (Market economy less industry A),2010,3035383.11625388,2671723,1217770,7045703,3194.06,3890.94,7085555.04763191,8582934.45671653,97.049072265625,94.1099166870117,4.07910442352295,-0.536939978599548,5.30030632019043,-0.536939978599548,1545358.625,1126364.375
N,Administrative and support service activities,2010,77520.2669078184,70428,37805,250863,124.97,142.06,125103.520261516,285169.22285348485,99.0310440063477,92.1592178344727,0.448890596628189,0.525208830833435,0.962044656276703,0.525208830833435,43687.78515625,26740.21484375
O,Public administration and defence; compulsory social security,2010,322960.913262789,240171,150510,539831,322.21,322.21,2180036.83704759,539831.0,100.905006408691,99.8896331787109,2.68733167648315,-0.205165073275566,3.54422616958618,-0.205165073275566,150510.0,89661.0
O-Q,"Public administration, defence, education, human health and social work activities",2010,809045.627213306,546157,365247,1536260,871.34,901.44,3341211.98232079,1589329.3254068445,94.3895492553711,97.4838790893555,0.160013765096664,0.569896578788757,0.812487661838531,0.569896578788757,379118.25,167038.75
P,Education,2010,229539.605719625,153818,107484,455804,262.93,271.22,765534.069800932,470175.1830525235,91.4527969360352,94.6445617675781,-1.79466378688812,0.920497000217438,-1.07337152957916,0.920497000217438,110706.3046875,43111.6953125
Q,Human health and social work activities,2010,255532.538045485,152168,107253,540625,286.2,308.01,391933.920253276,581823.571802935,91.1076889038086,93.2854537963867,-1.06919729709625,1.66597926616669,-0.751443028450012,1.66597926616669,116507.203125,35660.796875
Q86,Human health activities,2010,204775.111849642,125041,86449,424644,219.93,239.85,234067.973699612,463105.8218524076,93.8671264648438,88.9203262329102,-1.21417021751404,1.64872813224792,-0.655642032623291,1.64872813224792,94996.203125,30044.796875
Q87-Q88,Residential care activities and social work activities without accommodation,2010,51827.2883071589,27127,20804,115981,66.27,68.16,162559.703346485,119288.74241738344,,,,,,,,
R,"Arts, entertainment and recreation",2010,31498.0173659972,38458,17920,125573,56.55,69.92,187286.332023059,155261.96569407606,96.9444274902344,96.6485977172852,-8.59666919708252,-0.313806414604187,-8.25417041778564,-0.313806414604187,22547.099609375,15910.900390625
R-S,"Arts, entertainment, recreation; other services and service activities, etc.",2010,87823.1097827561,80267,32305,287862,102.18,159.54,275326.595231623,449456.8749266001,93.400260925293,96.8189315795898,0.106129050254822,0.00314299436286092,0.195211544632912,0.00314299436286092,51763.88671875,28503.11328125
S,Other service activities,2010,61680.2914116833,41809,14385,162289,45.63,89.62,88241.388942864,318745.1277668201,92.7821960449219,97.8373718261719,8.88110446929932,0.277157545089722,8.77488708496094,0.277157545089722,29237.5078125,12571.4921875
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2010,3149.71694568667,2621,1662,10323,6.51,6.51,,10323.0,,,0.0574454665184021,,-2.11957025527954,,1662.0,959.0
TOT,Total - all NACE activities,2010,4491509.97913137,3653610,1639680,9097036,4251.45,5057.26,16947824.9993911,10821267.16328782,96.7314758300781,90.421989440918,3.20952868461609,0.695700645446777,4.29867839813232,0.695700645446777,2026826.875,1626783.125
TOT_IND,Total industries (A-S),2010,4488431.67546765,3650989,1638018,9086713,4244.94,5050.75,16947824.9993911,10811628.829795005,96.1195449829102,90.4021987915039,3.20870280265808,0.816133797168732,4.30116605758667,0.816133797168732,2025315.75,1625673.25
U,Activities of extraterritorial organisations and bodies,2010,,0,0,0,0.0,0.0,,,,,,,,,,
A,"Agriculture, forestry and fishing",2011,77880.3702902001,80430,35886,326194,116.99,164.64,346676.195776052,459052.7409180272,101.55883026123,88.2783355712891,-13.7213869094849,0.517278432846069,-12.8354043960571,0.517278432846069,55587.046875,24842.953125
B,Mining and quarrying,2011,44698.4647937527,46538,19635,58214,35.77,35.85,160554.426294026,58344.19625384399,105.903205871582,93.1781921386719,-4.99372673034668,0.275632917881012,-6.45288848876953,0.275632917881012,19696.240234375,26841.759765625
C,Manufacturing,2011,1059877.93898678,895421,446877,2271794,1181.01,1306.5,1853490.57331616,2513186.900195595,94.9650039672852,90.1651000976562,7.30062866210938,0.622579991817474,6.24088001251221,0.622579991817474,507237.21875,388183.78125
C10-C12,Manufacture of food products; beverages and tobacco products,2011,93941.5995943386,82213,38799,226316,117.62,127.14,183324.641242962,244633.70379187213,98.7020721435547,99.9188232421875,6.30561208724976,0.580455601215363,5.53164386749268,0.580455601215363,43286.90234375,38926.09765625
C13-C15,"Manufacture of textiles, wearing apparel, leather and related products",2011,29780.218910729,23524,13402,106917,52.23,61.48,52615.3449200339,125852.1378518093,104.343902587891,104.192504882812,-3.55900812149048,0.758898079395294,-3.28429293632507,0.758898079395294,16478.65625,7045.34375
C16-C18,"Manufacture of wood, paper, printing and reproduction",2011,62046.0764672348,49399,25752,201352,81.47,110.71,122955.958043618,273618.2634098441,107.238845825195,94.5146331787109,-0.312242269515991,0.818816840648651,-1.28116202354431,0.818816840648651,37183.60546875,12215.39453125
C19,Manufacture of coke and refined petroleum products,2011,-4493.87489744515,4646,1432,4244,2.48,2.48,15523.7451282448,4244.0,137.874816894531,105.561416625977,-101.048515319824,0.322540432214737,-94.9494857788086,0.322540432214737,1432.67529296875,3213.32470703125
C20,Manufacture of chemicals and chemical products,2011,18456.882808597,25893,13056,50681,29.3,30.18,100097.379958297,52203.15972696246,96.5383987426758,101.699371337891,-12.4747276306152,0.600114583969116,-13.4391307830811,0.600114583969116,13551.19140625,12341.80859375
C20-C21,Chemicals; basic pharmaceutical products,2011,32430.3149760295,41575,18442,71927,39.39,41.56,129525.602571776,75889.46737750698,95.3122787475586,100.04443359375,-4.87249660491943,0.5420902967453,-6.13849306106567,0.5420902967453,20215.150390625,21359.849609375
C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,2011,15174.0567231445,15682,5386,21246,10.09,11.38,29386.0887393641,23962.28741328048,92.5095138549805,94.6263961791992,4.86006498336792,0.466620028018951,2.74960875511169,0.466620028018951,6815.8291015625,8866.1708984375
C22-C23,Manufacture of rubber and plastic products and other non-metallic mineral products,2011,138188.305577129,108841,52882,246427,138.26,144.2,239212.389987887,257014.12845363806,92.7979125976562,95.435173034668,1.0023318529129,0.548282027244568,-0.260712951421738,0.548282027244568,55721.11328125,53119.88671875
C24-C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",2011,160542.734843022,126736,75193,401066,198.36,229.2,276090.567314073,463421.6938898971,91.9159088134766,92.9978561401367,6.91080522537231,0.782102704048157,5.43537139892578,0.782102704048157,89657.4375,37078.5625
C26,"Manufacture of computer, electronic and optical products",2011,50311.7476997436,46828,16307,73169,41.23,42.86,111551.29045418,76061.6866359447,92.8591461181641,83.9981918334961,11.3318872451782,0.404149621725082,9.72434520721436,0.404149621725082,17107.0703125,29720.9296875
C26-C27,"Computer, electronic, optical products; electrical equipment",2011,124644.772628339,117902,51804,249512,133.78,144.84,204108.142925284,270139.9168784572,92.8671875,86.0827865600586,11.3043584823608,0.537877023220062,9.76215934753418,0.537877023220062,57121.1640625,60780.8359375
C27,Manufacture of electrical equipment,2011,74150.0174249393,71074,35497,176343,92.55,101.98,92543.8210227567,194310.74165316048,92.8705139160156,86.1325607299805,12.7081394195557,0.630947887897491,11.1668090820312,0.630947887897491,39987.78125,31086.21875
C28,Manufacture of machinery and equipment n.e.c.,2011,118183.36386086,89648,49623,219906,124.32,126.82,178520.396073123,224328.17664092666,91.6164169311523,85.6804428100586,11.2805871963501,0.636035978794098,11.796895980835,0.636035978794098,50839.2734375,38808.7265625
C29-C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",2011,231637.107824302,180256,78866,306777,184.6,185.28,350539.996706697,307907.05612134346,86.5779266357422,80.2513809204102,9.3332576751709,0.472024083137512,7.90982007980347,0.472024083137512,79237.1640625,101018.8359375
C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",2011,86587.6189664045,70681,40682,237350,108.5,132.79,100964.934405174,290485.77419354836,103.533996582031,91.4058456420898,9.4985761642456,0.824916541576385,8.85069942474365,0.824916541576385,51959.38671875,18721.61328125
D,"Electricity, gas, steam and air conditioning supply",2011,185860.253143379,142592,21284,56131,31.58,33.24,768193.070243887,59081.521215959474,100.936538696289,97.1997909545898,-9.24892807006836,0.358580827713013,-9.72288513183594,0.358580827713013,22575.015625,120016.984375
D-E,"Electricity, gas, steam; water supply, sewerage, waste management",2011,242609.251996245,186643,42818,160026,86.92,91.93,1084139.69485972,169249.77197422917,98.5636520385742,98.1475296020508,-8.12455368041992,0.357263594865799,-8.43052005767822,0.357263594865799,45723.546875,140919.453125
E,"Water supply; sewerage, waste management and remediation activities",2011,58205.4300951482,44051,21534,103895,55.34,58.69,315910.331333496,110184.2708709794,99.1568374633789,100.70475769043,-1.63981747627258,0.795406460762024,-1.87602579593658,0.795406460762024,23079.91796875,20971.08203125
F,Construction,2011,327528.228894996,235778,104430,863948,283.96,434.8,383286.318181725,1322878.5406395267,111.542259216309,96.914909362793,0.949406266212463,0.872582077980042,3.8400764465332,0.872582077980042,171931.828125,63846.171875
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2011,409908.13903567,377994,208765,1337496,559.9,708.39,717753.465840886,1692210.7366315413,100.251335144043,104.171325683594,3.92503070831299,0.248053386807442,5.70217132568359,0.248053386807442,274244.53125,103749.46875
G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,2011,53301.5836391465,46146,23705,172517,67.74,89.22,83093.1145528277,227221.23914969002,96.8161163330078,93.0799102783203,2.9133996963501,0.240156307816505,3.9331476688385,0.240156307816505,32526.171875,13619.828125
G46,"Wholesale trade, except of motor vehicles and motorcycles",2011,203848.590644183,187605,107285,442702,222.65,240.93,302886.420799655,479048.69912418595,89.6572570800781,102.932609558105,7.89908409118652,0.219746112823486,9.47076320648193,0.219746112823486,117602.4609375,70002.5390625
G47,"Retail trade, except of motor vehicles and motorcycles",2011,153811.821709411,144243,77775,722277,269.51,378.24,331717.0265084,1013669.4463285222,109.075492858887,110.032112121582,-0.292270720005035,0.266435235738754,1.80232560634613,0.266435235738754,114981.421875,29261.578125
H,Transportation and storage,2011,271072.982528713,213748,107479,557482,279.08,310.61,1523574.68393543,620465.400673642,96.9408416748047,98.9164581298828,-2.96586465835571,0.00287836114875972,-2.84042000770569,0.00287836114875972,123232.4921875,90515.5078125
H49,Land transport and transport via pipelines,2011,147531.816964215,110710,61335,374706,172.24,200.98,447183.787881884,437229.51625638636,100.33763885498,94.5021438598633,-1.19862353801727,0.0033495060633868,-0.875547528266907,0.0033495060633868,74218.5546875,36491.4453125
H50,Water transport,2011,431.116388209968,236,222,1369,0.7,0.75,2282.17167046012,1466.7857142857142,,,,,,,,
H51,Air transport,2011,318551.308756608,4997,3484,5035,3.32,3.33,16865.6175713143,5050.165662650603,132.054626464844,251.800491333008,14.4693794250488,0.00344573264010251,10.2444467544556,0.00344573264010251,3490.23876953125,1506.76123046875
H52,Warehousing and support activities for transportation,2011,86127.7499477161,81002,27634,108589,59.46,62.03,1036634.25786705,113282.47006390852,81.0338439941406,100.911880493164,-9.36803340911865,0.00176198466215283,-8.89091300964355,0.00176198466215283,29179.08984375,51822.91015625
H53,Postal and courier activities,2011,25964.7518307452,16803,14804,67783,43.36,43.52,20217.7029277476,68033.12177121772,108.404991149902,114.485740661621,-1.45011615753174,0.00445685908198357,-2.51060676574707,0.00445685908198357,14882.603515625,1920.396484375
I,Accommodation and food service activities,2011,124980.111291215,79820,33789,400829,148.83,196.53,167656.458039983,529294.6541019955,111.60498046875,99.370719909668,2.10164785385132,0.388339161872864,8.14452171325684,0.388339161872864,47955.90625,31864.09375
J,Information and communication,2011,191450.512039017,183115,75793,229137,109.95,126.93,363355.620694553,264523.5053206003,91.7079925537109,97.115592956543,4.4701099395752,0.768151760101318,3.5547502040863,0.768151760101318,88756.03125,94358.96875
J58-J60,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",2011,43658.9466184571,33357,12602,52528,24.04,29.33,61728.4427764269,64086.78202995008,105.073211669922,99.7561492919922,1.88903570175171,0.757295191287994,0.991390824317932,0.757295191287994,15654.671875,17702.328125
J61,Telecommunications,2011,46123.074645295,65361,15813,37232,20.67,20.97,235917.167135282,37772.377358490565,106.725791931152,101.719284057617,-4.88173007965088,0.373813152313232,-4.80397653579712,0.373813152313232,16057.1015625,49303.8984375
J62-J63,"Computer programming, consultancy, and information service activities",2011,102744.64175449,84397,47378,139377,65.24,76.63,65097.612949537,163710.2929184549,84.4824295043945,83.8507690429688,12.4860095977783,1.09692072868347,11.2981109619141,1.09692072868347,56574.73828125,27822.26171875
K,Financial and insurance activities,2011,132383.037221873,166070,56600,157060,75.24,89.72,210063.864649914,187286.3264221159,95.9396667480469,103.354911804199,-3.65511584281921,0.779989659786224,-3.7036669254303,0.779989659786224,67875.5703125,98194.4296875
L,Real estate activities,2011,626870.387047244,369129,19234,176636,58.96,89.42,6264929.27034845,267889.94436906377,108.486442565918,84.4609146118164,16.0884284973145,0.318594127893448,17.9894046783447,0.318594127893448,33938.1875,335190.8125
L68A,Imputed rents of owner-occupied dwellings,2011,253643.0,253643,0,0,0.0,0.0,,,,,,,,,,
M,"Professional, scientific and technical activities",2011,191218.164003266,170463,90272,461604,181.78,262.79,328021.708173422,667317.169985697,90.0861358642578,96.2322692871094,1.90786695480347,0.582689464092255,1.88213121891022,0.582689464092255,132845.515625,37617.484375
M-N,"Professional, scientific and technical activities; administrative and support service activities",2011,267823.364663597,236894,128682,708162,308.5,404.7,455815.699299259,928989.1779578605,92.7201843261719,95.3902587890625,1.42220914363861,0.597516238689423,0.842015266418457,0.597516238689423,171279.46875,65614.53125
MARKT,"Market economy (all industries excluding L, O, P, Q, T and U)",2011,3191508.79223095,2789932,1293103,7358916,3287.76,4031.82,7534632.56680487,9024328.024892328,98.0942687988281,95.2081298828125,2.35137009620667,0.588843107223511,2.81967449188232,0.588843107223511,1650072.25,1139859.75
MARKTxAG,Non-agricultural market economy (Market economy less industry A),2011,3117382.17694079,2709502,1257217,7032722,3170.77,3867.18,7188386.00251413,8577349.307568822,98.1509552001953,95.828727722168,2.85000538825989,0.202598080039024,3.27811694145203,0.202598080039024,1591274.875,1118227.125
