nace_r2_code,nace_r2_name,year,valVA_Q,valVA_CP,valCOMP,valH_EMP,valEMPE,valEMP,valKq_GFCF,total_hours,valueLAB_QI,valueCAP_QI,valueLP1_G,valueLP1ConLC,valueLP2_G,valueLP2ConLC,valueLAB,valueCAP
Q,Human health and social work activities,2019,280718.472812811,256287,202752,631504,338.18,351.36,400091.121241844,656115.8124075936,114.593406677246,101.640815734863,-0.619020342826843,-0.414922505617142,3.22321105003357,-0.414922505617142,210463.265625,45823.734375
Q86,Human health activities,2019,225775.522991695,205678,158311,460488,244.11,255.35,263931.311970063,481691.0851665232,109.605270385742,104.053871154785,2.29606032371521,-0.407053172588348,4.47420692443848,-0.407053172588348,165027.296875,40650.703125
Q87-Q88,Residential care activities and social work activities without accommodation,2019,54945.8153144594,50609,44441,171016,94.07,96.01,136256.357676566,174542.85276921443,130.597137451172,93.6717529296875,-8.34531688690186,-0.449005275964737,0.517787396907806,-0.449005275964737,45613.77734375,4995.22265625
R,"Arts, entertainment and recreation",2019,55563.6975913101,56206,27806,142690,63.02,79.24,201001.524032229,179415.35385591874,113.865234375,105.093383789062,14.3819198608398,-0.00970761571079493,13.7650470733643,-0.00970761571079493,35110.91015625,21095.08984375
R-S,"Arts, entertainment, recreation; other services and service activities, etc.",2019,112723.361528888,109360,46515,331504,106.34,182.42,286536.481463253,568675.5659206319,109.752510070801,102.093284606934,10.9826889038086,0.103595197200775,11.3036117553711,0.103595197200775,80159.21875,29200.78125
S,Other service activities,2019,57241.0537263995,53154,18709,188814,43.32,103.18,85543.9998162913,449719.0332409973,108.783973693848,93.9581909179688,5.90923118591309,0.115753956139088,6.94324064254761,0.115753956139088,44510.93359375,8643.06640625
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2019,6252.46589259797,6059,6015,19908,11.69,11.69,,19908.0,,,-53.1544075012207,,-52.5753326416016,,6015.0,44.0
TOT,Total - all NACE activities,2019,5598111.45156443,5330260,2579546,9542315,4598.03,5351.36,20051648.9749631,11105704.573132407,106.363014221191,109.988670349121,3.703941822052,0.00826730858534575,3.68231725692749,0.00826730858534575,3068849.25,2261410.75
TOT_IND,Total industries (A-S),2019,5591841.0243599,5324201,2573531,9522407,4586.34,5339.67,20051648.9749631,11086511.463539554,106.51001739502,110.007690429688,3.79268670082092,0.00973611418157816,3.77065229415894,0.00973611418157816,3062908.0,2261293.0
U,Activities of extraterritorial organisations and bodies,2019,,0,0,0,0.0,0.0,,,,,,,,,,
A,"Agriculture, forestry and fishing",2020,113302.0,113302,52210,287753,106.08,148.12,439852.0,401790.85935143294,90.0844497680664,129.580352783203,12.4492454528809,0.757950484752655,11.402455329895,0.757950484752655,79043.625,34258.375
B,Mining and quarrying,2020,26612.0,26612,16160,37904,25.3,25.42,166269.0,38083.781818181815,69.3175811767578,97.3642196655273,2.00576329231262,8.83188079114916e-07,-3.21855092048645,8.83188079114916e-07,16259.9521484375,10352.0478515625
C,Manufacturing,2020,1212105.0,1212105,673443,2126559,1243.78,1350.14,2269732.0,2308408.5354805514,92.1691818237305,113.868278503418,0.0157594680786133,0.162313267588615,-6.69114971160889,0.162313267588615,747610.6875,464494.3125
C10-C12,Manufacture of food products; beverages and tobacco products,2020,108303.0,108303,54903,212099,116.42,125.51,189406.0,228659.5558323312,95.9098663330078,106.212028503418,2.99081087112427,0.151479065418243,-2.33717679977417,0.151479065418243,60551.03125,47751.96875
C13-C15,"Manufacture of textiles, wearing apparel, leather and related products",2020,26738.0,26738,16556,81472,41.36,49.36,47061.0,97230.60735009672,82.4408264160156,91.8515396118164,4.72032737731934,0.207286581397057,-0.492821633815765,0.207286581397057,20578.056640625,6159.943359375
C16-C18,"Manufacture of wood, paper, printing and reproduction",2020,72916.0,72916,33386,161047,73.11,95.38,134396.0,210103.44494597183,88.9328918457031,104.333671569824,9.39432621002197,0.169666171073914,4.91813611984253,0.169666171073914,45711.81640625,27204.18359375
C19,Manufacture of coke and refined petroleum products,2020,1210.0,1210,853,1707,1.13,1.13,11048.0,1707.0,57.4985275268555,64.6505584716797,87.3755645751953,0.207421392202377,85.6909484863281,0.207421392202377,854.000610351562,355.999389648438
C20,Manufacture of chemicals and chemical products,2020,39622.0,39622,20479,52195,32.3,33.03,117282.0,53374.639318885456,103.085464477539,121.85816192627,16.3653812408447,0.128885537385941,12.3042507171631,0.128885537385941,21043.0234375,18578.9765625
C20-C21,Chemicals; basic pharmaceutical products,2020,62999.0,62999,28112,74925,43.96,46.07,150464.0,78521.26364877161,102.94310760498,117.666854858398,16.9649200439453,0.124368615448475,12.8030834197998,0.124368615448475,30584.91796875,32414.08203125
C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,2020,23377.0,23377,7633,22730,11.66,13.04,33182.0,25420.17152658662,102.617713928223,106.327011108398,18.3408908843994,0.118877947330475,13.984766960144,0.118877947330475,9600.912109375,13776.087890625
C22-C23,Manufacture of rubber and plastic products and other non-metallic mineral products,2020,144476.0,144476,78465,231066,143.02,147.22,264230.0,237851.604810516,90.2193222045898,108.18091583252,0.375306606292725,0.150289624929428,-5.96691274642944,0.150289624929428,81341.7734375,63134.2265625
C24-C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",2020,170465.0,170465,108233,384635,211.74,241.91,331258.0,439440.12869557,91.3981323242188,114.172828674316,-0.967350602149963,0.196720793843269,-7.56672525405884,0.196720793843269,127538.421875,42926.578125
C26,"Manufacture of computer, electronic and optical products",2020,76376.0,76376,25092,73157,46.24,47.5,149349.0,75150.46496539791,96.2647094726562,119.456672668457,8.47429943084717,0.0957366824150085,1.96027791500092,0.0957366824150085,25953.36328125,50422.63671875
C26-C27,"Computer, electronic, optical products; electrical equipment",2020,175444.0,175444,85023,249411,154.6,161.29,285465.0,260203.75284605435,96.2498550415039,124.095314025879,5.76022291183472,0.141924113035202,-0.533879935741425,0.141924113035202,89662.6796875,85781.3203125
C27,Manufacture of electrical equipment,2020,99068.0,99068,59931,176254,108.36,113.79,136116.0,185086.21871539316,96.2436904907227,129.81120300293,1.5117324590683,0.175174281001091,-4.68378305435181,0.175174281001091,63718.984375,35349.015625
C28,Manufacture of machinery and equipment n.e.c.,2020,108367.0,108367,74781,209799,131.58,133.23,210777.0,212429.85841313266,90.626106262207,102.399452209473,-5.79371881484985,0.184661880135536,-12.5578689575195,0.184661880135536,75930.4609375,32436.5390625
C29-C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",2020,244378.0,244378,137297,311565,220.48,221.15,527247.0,312511.7913189405,91.1689071655273,127.650466918945,-8.37259292602539,0.140417292714119,-19.211446762085,0.140417292714119,137866.9375,106511.0625
C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",2020,96809.0,96809,55834,208833,106.38,127.89,118380.0,251058.96192893403,94.4509887695312,109.376815795898,-0.587212324142456,0.19210085272789,-7.10372543334961,0.19210085272789,69894.75,26914.25
D,"Electricity, gas, steam and air conditioning supply",2020,145886.0,145886,32921,65662,36.63,39.93,744935.0,71577.49549549549,120.717315673828,93.7577590942383,-1.71798372268677,-2.54219060025207e-07,-3.3457338809967,-2.54219060025207e-07,36402.59375,109483.40625
D-E,"Electricity, gas, steam; water supply, sewerage, waste management",2020,198400.0,198400,62899,168714,95.15,101.28,1052557.0,179583.33074093534,107.106475830078,95.7682189941406,-0.0119381584227085,0.0163127742707729,-1.98113059997559,0.0163127742707729,67748.1953125,130651.8046875
E,"Water supply; sewerage, waste management and remediation activities",2020,52514.0,52514,29978,103052,58.52,61.35,307622.0,108035.54682159945,100.562065124512,103.705261230469,1.08898687362671,-1.57916269927227e-06,-1.074223279953,-1.57916269927227e-06,31764.546875,20749.453125
F,Construction,2020,292311.0,292311,127981,721349,257.03,386.4,409859.0,1084423.0385558107,92.5643997192383,120.963623046875,-3.27530360221863,-0.70388400554657,-6.00474405288696,-0.70388400554657,202150.203125,90160.796875
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2020,563663.0,563663,313370,1223554,582.36,689.38,751704.0,1448405.8941548183,93.6785354614258,112.119285583496,3.25899338722229,-0.479103446006775,-2.19229054450989,-0.479103446006775,378971.8125,184691.1875
G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,2020,63383.0,63383,36198,170988,72.02,95.9,113399.0,227683.27131352402,98.0168228149414,151.540679931641,-8.29819107055664,-0.552459716796875,-14.5852928161621,-0.552459716796875,50253.51171875,13129.48828125
G46,"Wholesale trade, except of motor vehicles and motorcycles",2020,277967.0,277967,152601,437865,238.27,250.38,303808.0,460119.3549334788,90.5802230834961,103.970512390137,2.44226336479187,-0.412777245044708,-1.98882913589478,-0.412777245044708,161348.953125,116618.046875
G47,"Retail trade, except of motor vehicles and motorcycles",2020,222313.0,222313,124571,614701,272.07,343.1,334497.0,775182.5379497923,94.8214340209961,111.695304870605,6.8773717880249,-0.521256983280182,0.946372926235199,-0.521256983280182,161391.046875,60921.953125
H,Transportation and storage,2020,277876.0,277876,155939,544594,302.38,327.75,1542756.0,590286.0093260136,97.8075561523438,103.361381530762,-4.34842109680176,-0.0855212137103081,-9.52038288116455,-0.0855212137103081,172588.28125,105287.71875
H49,Land transport and transport via pipelines,2020,144078.0,144078,85492,347645,178.68,201.97,429156.0,392958.700749944,96.146354675293,97.3998489379883,-5.84388065338135,-0.0946236029267311,-11.9520578384399,-0.0946236029267311,99260.796875,44817.203125
H50,Water transport,2020,161.0,161,266,1031,0.55,0.58,1587.0,1087.2363636363636,82.9057998657227,93.4497375488281,-105.791114807129,-0.116455227136612,-112.759986877441,-0.116455227136612,152.949996948242,8.05000019073486
H51,Air transport,2020,1955.0,1955,2045,2698,1.97,1.97,4977.0,2698.0,73.0835571289062,73.0594177246094,-25.0378723144531,-0.131413221359253,-48.1012649536133,-0.131413221359253,1857.25,97.75
H52,Warehousing and support activities for transportation,2020,113197.0,113197,50763,138475,84.28,86.23,1090385.0,141678.91848599905,106.727310180664,109.027626037598,-4.63020801544189,-0.0633616149425507,-8.34829044342041,-0.0633616149425507,52290.0703125,60906.9296875
H53,Postal and courier activities,2020,18485.0,18485,17373,54745,36.9,37.0,16651.0,54893.36043360434,90.4266662597656,99.2926635742188,12.0605039596558,-0.132441207766533,9.20434856414795,-0.132441207766533,17440.5390625,1044.4609375
I,Accommodation and food service activities,2020,64214.0,64214,47144,255418,138.55,174.09,172373.0,320936.26575243595,72.4533004760742,108.950881958008,-20.4450340270996,-0.13126802444458,-48.8541412353516,-0.13126802444458,62020.61328125,2193.38671875
J,Information and communication,2020,344714.0,344714,139953,290915,143.8,165.91,435849.0,335644.69853963837,126.395713806152,134.205444335938,3.8989782333374,-8.82504807009354e-08,2.45800876617432,-8.82504807009354e-08,162071.984375,182642.015625
J58-J60,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",2020,67000.0,67000,19140,45830,23.04,26.5,74109.0,52712.456597222226,99.5188217163086,127.582183837891,10.9669141769409,2.47858650936905e-07,8.31534385681152,2.47858650936905e-07,22122.1171875,44877.8828125
J61,Telecommunications,2020,77026.0,77026,20971,38724,22.71,22.97,215800.0,39167.33949801849,120.500129699707,102.44832611084,14.7767457962036,-1.08651022401318e-07,11.0262613296509,-1.08651022401318e-07,21220.3359375,55805.6640625
J62-J63,"Computer programming, consultancy, and information service activities",2020,200688.0,200688,99842,206361,98.05,116.44,145940.0,245065.52616012242,135.786666870117,203.888626098633,-0.74821674823761,-4.40657117906085e-07,-1.50072467327118,-4.40657117906085e-07,118895.3515625,81792.6484375
K,Financial and insurance activities,2020,210435.0,210435,76912,150364,79.02,92.2,247822.0,175443.69526702102,92.3559799194336,127.828117370605,12.8241109848022,-3.24084282965487e-07,8.08204460144043,-3.24084282965487e-07,89690.6015625,120744.3984375
L,Real estate activities,2020,654823.0,654823,30776,168510,59.42,90.28,8897851.0,256026.3009087849,102.892997741699,117.97078704834,4.70313692092896,-1.79280263523651e-07,-0.904534578323364,-1.79280263523651e-07,51592.375,603230.625
L68A,Imputed rents of owner-occupied dwellings,2020,453197.0,453197,0,0,0.0,0.0,,,,,,,,,,
M,"Professional, scientific and technical activities",2020,273977.0,273977,145087,524402,208.44,307.15,379312.0,772740.7133947419,108.726982116699,112.293411254883,5.32176780700684,5.78995184241649e-07,1.08394169807434,5.78995184241649e-07,212220.203125,61756.796875
M-N,"Professional, scientific and technical activities; administrative and support service activities",2020,364718.0,364718,203488,766667,340.93,455.86,538312.0,1025116.0608336022,104.732772827148,115.424591064453,2.5891318321228,-0.264948070049286,-2.49251461029053,-0.264948070049286,270593.6875,94124.3125
MARKT,"Market economy (all industries excluding L, O, P, Q, T and U)",2020,3766080.0,3766080,1915966,6839592,3414.88,4088.95,8316236.0,8189672.758164269,94.9326095581055,111.586647033691,2.66890454292297,0.228851661086082,-3.76916742324829,0.228851661086082,2352553.0,1413527.0
MARKTxAG,Non-agricultural market economy (Market economy less industry A),2020,3652778.0,3652778,1863756,6551839,3308.8,3940.83,7876384.0,7803337.671170816,93.4014205932617,110.661987304688,2.40633034706116,-0.440326601266861,-4.25666046142578,-0.440326601266861,2269609.75,1383168.25
N,Administrative and support service activities,2020,90741.0,90741,58401,242265,132.49,148.71,159000.0,271924.1312551891,97.61669921875,126.218078613281,-5.96839094161987,-2.03192806243896,-12.8578720092773,-2.03192806243896,64894.31640625,25846.68359375
